Pytanie|label|Odpowiedź
Czy mam potwierdzić, że drugi z rodziców nie będzie korzystał z opieki nad dzieckiem?|zaświadczenie o niekorzystaniu|Nie, opieka nad dzieckiem jest udzielana naszym pracownikom na podstawie ich oświadczenia.
Matka nie korzysta z opieki nad dzieckiem|zaświadczenie o niekorzystaniu|Nie, opieka nad dzieckiem jest udzielana naszym pracownikom na podstawie ich oświadczenia.
Ojciec nie korzysta z opieki nad dzieckiem|zaświadczenie o niekorzystaniu|Nie, opieka nad dzieckiem jest udzielana naszym pracownikom na podstawie ich oświadczenia.
Drugi rodzic nie ma urlopu na opiekę nad dzieckiem|zaświadczenie o niekorzystaniu|Nie, opieka nad dzieckiem jest udzielana naszym pracownikom na podstawie ich oświadczenia.
Drugi rodzic nie korzysta z opieki nad dzieckiem|zaświadczenie o niekorzystaniu|Nie, opieka nad dzieckiem jest udzielana naszym pracownikom na podstawie ich oświadczenia.
Zaświadczenie o niekorzystaniu drugiego rodzica z opieki nad dzieckiem|zaświadczenie o niekorzystaniu|Nie, opieka nad dzieckiem jest udzielana naszym pracownikom na podstawie ich oświadczenia.
Do kogo mam się zwrócić jak miałem wypadek przy pracy?|Zgłoszenie wypadku w pracy|W razie wypadku przy pracy lub w drodze do pracy należy skontaktować się w pierwszej kolejności ze swoim przełożonym a następnie z działem BHP.
Co zrobić jak miałem wypadek w pracy?|Zgłoszenie wypadku w pracy|W razie wypadku przy pracy lub w drodze do pracy należy skontaktować się w pierwszej kolejności ze swoim przełożonym a następnie z działem BHP.
Komu zgłosić wypadek przy pracy?|Zgłoszenie wypadku w pracy|W razie wypadku przy pracy lub w drodze do pracy należy skontaktować się w pierwszej kolejności ze swoim przełożonym a następnie z działem BHP.
Gdzie zgłosić wypadek w pracy?|Zgłoszenie wypadku w pracy|W razie wypadku przy pracy lub w drodze do pracy należy skontaktować się w pierwszej kolejności ze swoim przełożonym a następnie z działem BHP.
Co zrobić w przypadku wypadku przy pracy?|Zgłoszenie wypadku w pracy|W razie wypadku przy pracy lub w drodze do pracy należy skontaktować się w pierwszej kolejności ze swoim przełożonym a następnie z działem BHP.
Z kim skontaktować się w sytuacji wypadku przy pracy?|Zgłoszenie wypadku w pracy|W razie wypadku przy pracy lub w drodze do pracy należy skontaktować się w pierwszej kolejności ze swoim przełożonym a następnie z działem BHP.
Do kogo mam się zwrócić jak miałem wypadek przy pracy?|Zgłoszenie wypadku w pracy|W razie wypadku przy pracy lub w drodze do pracy należy skontaktować się w pierwszej kolejności ze swoim przełożonym a następnie z działem BHP.
Zdarzył się wypadek w pracy. Mam złamaną rękę. Chcę się ubiegać o odszkodowanie |Zgłoszenie wypadku w pracy|W razie wypadku przy pracy lub w drodze do pracy należy skontaktować się w pierwszej kolejności ze swoim przełożonym a następnie z działem BHP.
Czy wystarczy mailowe potwierdzenie pracy w nadgodzinach?|zlecenie nadgodzin|Zgodnie z Regulaminem Pracy rozliczenie pracy w godzinach nadliczbowych odbywa się na podstawie pisemnego polecenia wydanego pracownikowi z wyprzedzeniem i potwierdzonego przez przełożonego.
Jak potwierdzić pracę w nadgodzinach?|zlecenie nadgodzin|Zgodnie z Regulaminem Pracy rozliczenie pracy w godzinach nadliczbowych odbywa się na podstawie pisemnego polecenia wydanego pracownikowi z wyprzedzeniem i potwierdzonego przez przełożonego.
Jak zgłosić moje nadgodziny?|zlecenie nadgodzin|Zgodnie z Regulaminem Pracy rozliczenie pracy w godzinach nadliczbowych odbywa się na podstawie pisemnego polecenia wydanego pracownikowi z wyprzedzeniem i potwierdzonego przez przełożonego.
gdzie się zgłasza nadgodziny? |zlecenie nadgodzin|Zgodnie z Regulaminem Pracy rozliczenie pracy w godzinach nadliczbowych odbywa się na podstawie pisemnego polecenia wydanego pracownikowi z wyprzedzeniem i potwierdzonego przez przełożonego.
W jaki sposób potwierdzić pracę w nadgodzinach?|zlecenie nadgodzin|Zgodnie z Regulaminem Pracy rozliczenie pracy w godzinach nadliczbowych odbywa się na podstawie pisemnego polecenia wydanego pracownikowi z wyprzedzeniem i potwierdzonego przez przełożonego.
Czy mail wystarczy żeby potwierdzić nadgodziny?|zlecenie nadgodzin|Zgodnie z Regulaminem Pracy rozliczenie pracy w godzinach nadliczbowych odbywa się na podstawie pisemnego polecenia wydanego pracownikowi z wyprzedzeniem i potwierdzonego przez przełożonego.
Czy mailowe potwierdzenie wystarczy do zatwierdzenia nadgodzin?|zlecenie nadgodzin|Zgodnie z Regulaminem Pracy rozliczenie pracy w godzinach nadliczbowych odbywa się na podstawie pisemnego polecenia wydanego pracownikowi z wyprzedzeniem i potwierdzonego przez przełożonego.
Czy mailowe potwierdzenie wystarczy przy dodatkowej pracy?|zlecenie nadgodzin|Zgodnie z Regulaminem Pracy rozliczenie pracy w godzinach nadliczbowych odbywa się na podstawie pisemnego polecenia wydanego pracownikowi z wyprzedzeniem i potwierdzonego przez przełożonego.
Czy przełożony może kazać mi przyjść do pracy w weekend? |zlecenie praca weekend|Podobnie jak w przypadku godzin nadliczbowych, pracodawca może zlecić pracownikowi pracę w dniu dla niego wolnym tylko wtedy, gdy: zachodzi konieczność prowadzenia akcji ratowniczej w celu ochrony życia lub zdrowia ludzkiego, ochrony mienia lub środowisk, zachodzi konieczność usunięcia awarii, jest to podyktowane szczególnymi potrzebami pracodawcy.
Mam zlecone nadgodziny w weekend? Dlaczego?|zlecenie praca weekend|Podobnie jak w przypadku godzin nadliczbowych, pracodawca może zlecić pracownikowi pracę w dniu dla niego wolnym tylko wtedy, gdy: zachodzi konieczność prowadzenia akcji ratowniczej w celu ochrony życia lub zdrowia ludzkiego, ochrony mienia lub środowisk, zachodzi konieczność usunięcia awarii, jest to podyktowane szczególnymi potrzebami pracodawcy.
Czy kierownik może mi zlecić przyjść do pracy w weekend? |zlecenie praca weekend|Podobnie jak w przypadku godzin nadliczbowych, pracodawca może zlecić pracownikowi pracę w dniu dla niego wolnym tylko wtedy, gdy: zachodzi konieczność prowadzenia akcji ratowniczej w celu ochrony życia lub zdrowia ludzkiego, ochrony mienia lub środowisk, zachodzi konieczność usunięcia awarii, jest to podyktowane szczególnymi potrzebami pracodawcy.
Czy pracodawca może mi zadać pracę na weekend?|zlecenie praca weekend|Podobnie jak w przypadku godzin nadliczbowych, pracodawca może zlecić pracownikowi pracę w dniu dla niego wolnym tylko wtedy, gdy: zachodzi konieczność prowadzenia akcji ratowniczej w celu ochrony życia lub zdrowia ludzkiego, ochrony mienia lub środowisk, zachodzi konieczność usunięcia awarii, jest to podyktowane szczególnymi potrzebami pracodawcy.
Praca w weekend, czy mogę odmówić?|zlecenie praca weekend|Podobnie jak w przypadku godzin nadliczbowych, pracodawca może zlecić pracownikowi pracę w dniu dla niego wolnym tylko wtedy, gdy: zachodzi konieczność prowadzenia akcji ratowniczej w celu ochrony życia lub zdrowia ludzkiego, ochrony mienia lub środowisk, zachodzi konieczność usunięcia awarii, jest to podyktowane szczególnymi potrzebami pracodawcy.
Czy mogę odmówić pracy w weekend?|zlecenie praca weekend|Podobnie jak w przypadku godzin nadliczbowych, pracodawca może zlecić pracownikowi pracę w dniu dla niego wolnym tylko wtedy, gdy: zachodzi konieczność prowadzenia akcji ratowniczej w celu ochrony życia lub zdrowia ludzkiego, ochrony mienia lub środowisk, zachodzi konieczność usunięcia awarii, jest to podyktowane szczególnymi potrzebami pracodawcy.
Czy muszę pracować w weekend, gdy szef mnie poprosi?|zlecenie praca weekend|Podobnie jak w przypadku godzin nadliczbowych, pracodawca może zlecić pracownikowi pracę w dniu dla niego wolnym tylko wtedy, gdy: zachodzi konieczność prowadzenia akcji ratowniczej w celu ochrony życia lub zdrowia ludzkiego, ochrony mienia lub środowisk, zachodzi konieczność usunięcia awarii, jest to podyktowane szczególnymi potrzebami pracodawcy.
Szef poprosił mnie o pracę w weekend. Czy mogę odmówić?|zlecenie praca weekend|Podobnie jak w przypadku godzin nadliczbowych, pracodawca może zlecić pracownikowi pracę w dniu dla niego wolnym tylko wtedy, gdy: zachodzi konieczność prowadzenia akcji ratowniczej w celu ochrony życia lub zdrowia ludzkiego, ochrony mienia lub środowisk, zachodzi konieczność usunięcia awarii, jest to podyktowane szczególnymi potrzebami pracodawcy.
miałem co innego na myśli|zła odpowiedź|Ok rozumiem, zadaj pytanie prostszym językiem ;)
to nie co chciałem|zła odpowiedź|Ok rozumiem, zadaj pytanie prostszym językiem ;)
zła odpowiedź|zła odpowiedź|Ok rozumiem, zadaj pytanie prostszym językiem ;)
źle mnie zrozumiałeś|zła odpowiedź|Ok rozumiem, zadaj pytanie prostszym językiem ;)
to nie jest odpowiedz na moje pytanie|zła odpowiedź|Ok rozumiem, zadaj pytanie prostszym językiem ;)
błąd|błąd|Przepraszam, miałem krótką przerwę. Zadaj jeszcze raz swoje pytanie ;)
coś się popsuło|błąd|Przepraszam, miałem krótką przerwę. Zadaj jeszcze raz swoje pytanie ;)
nie działasz|błąd|Przepraszam, miałem krótką przerwę. Zadaj jeszcze raz swoje pytanie ;)
help help|błąd|Przepraszam, miałem krótką przerwę. Zadaj jeszcze raz swoje pytanie ;)
wystąpił błąd|błąd|Przepraszam, miałem krótką przerwę. Zadaj jeszcze raz swoje pytanie ;)
nie odpowiadasz|błąd|Przepraszam, miałem krótką przerwę. Zadaj jeszcze raz swoje pytanie ;)
Czy mogę zrzec się urlopu macierzyńskiego?|zrzec urlop macierzyński|Matka może się zrzec części urlopu macierzyńskiego na rzecz ojca dziecka. W tym przypadku okres urlopu macierzyńskiego jednak nie może być krótszy niż 14 tygodni. Po tym czasie resztę urlopu macierzyńskiego może wykorzystać ojciec dziecka.
Czy mogę oddać macierzyński?|zrzec urlop macierzyński|Matka może się zrzec części urlopu macierzyńskiego na rzecz ojca dziecka. W tym przypadku okres urlopu macierzyńskiego jednak nie może być krótszy niż 14 tygodni. Po tym czasie resztę urlopu macierzyńskiego może wykorzystać ojciec dziecka.
nie chcę urlopu macierzyńskiego?|zrzec urlop macierzyński|Matka może się zrzec części urlopu macierzyńskiego na rzecz ojca dziecka. W tym przypadku okres urlopu macierzyńskiego jednak nie może być krótszy niż 14 tygodni. Po tym czasie resztę urlopu macierzyńskiego może wykorzystać ojciec dziecka.
Czy muszę korzystać z urlopu macierzyńskiego?|zrzec urlop macierzyński|Matka może się zrzec części urlopu macierzyńskiego na rzecz ojca dziecka. W tym przypadku okres urlopu macierzyńskiego jednak nie może być krótszy niż 14 tygodni. Po tym czasie resztę urlopu macierzyńskiego może wykorzystać ojciec dziecka.
czy mogę nie wsiąść urlopu macierzyńskiego?|zrzec urlop macierzyński|Matka może się zrzec części urlopu macierzyńskiego na rzecz ojca dziecka. W tym przypadku okres urlopu macierzyńskiego jednak nie może być krótszy niż 14 tygodni. Po tym czasie resztę urlopu macierzyńskiego może wykorzystać ojciec dziecka.
Czy mogę zrezygnować z urlopu rodzicielskiego?|zrzec urlop rodzicielski|Pracownik może zrezygnować z korzystania z urlopu rodzicielskiego w każdym czasie za zgodą pracodawcy i powrócić do pracy.
Czy mogę oddać rodzicielski?|zrzec urlop rodzicielski|Pracownik może zrezygnować z korzystania z urlopu rodzicielskiego w każdym czasie za zgodą pracodawcy i powrócić do pracy.
Czy mogę wziąć zwolnienie lekarskie na dziecko?|zwolnienie na dziecko|"W przypadku gdy zachorowało Ci dziecko i nie ma innego członka rodziny, który mógłby się dzieckiem zająć masz prawo wziąć zwolnienie na dziecko. Zasiłek opiekuńczy przysługuje przez okres zwolnienia od pracy z powodu konieczności osobistego sprawowania opieki: -nie dłużej niż przez 60 dni w roku kalendarzowym, jeżeli opieka sprawowana jest nad chorym dzieckiem do lat 14, -nie dłużej niż przez 14 dni w roku kalendarzowym, jeżeli opieka sprawowana jest nad dzieckiem w wieku ponad 14 lat lub innymi chorymi członkami rodziny. Łączny okres wypłaty zasiłku opiekuńczego z powodu opieki nad dziećmi i innymi członkami rodziny nie może przekroczyć 60. dni w roku kalendarzowym.
Za dzieci, nad którymi sprawowanie opieki daje prawo do zasiłku opiekuńczego, uważa się dzieci własne ubezpieczonego lub jego małżonka oraz dzieci przysposobione, a także dzieci obce przyjęte na wychowanie i utrzymanie. Za innego członka rodziny uważa się małżonka, rodziców, teściów, dziadków, wnuki, rodzeństwo oraz dzieci w wieku ponad 14 lat - pod warunkiem, że pozostają oni z osobą sprawującą opiekę we wspólnym gospodarstwie domowym."
Czy mogę iść na L4 na dziecko?|zwolnienie na dziecko|"W przypadku gdy zachorowało Ci dziecko i nie ma innego członka rodziny, który mógłby się dzieckiem zająć masz prawo wziąć zwolnienie na dziecko. Zasiłek opiekuńczy przysługuje przez okres zwolnienia od pracy z powodu konieczności osobistego sprawowania opieki: -nie dłużej niż przez 60 dni w roku kalendarzowym, jeżeli opieka sprawowana jest nad chorym dzieckiem do lat 14, -nie dłużej niż przez 14 dni w roku kalendarzowym, jeżeli opieka sprawowana jest nad dzieckiem w wieku ponad 14 lat lub innymi chorymi członkami rodziny. Łączny okres wypłaty zasiłku opiekuńczego z powodu opieki nad dziećmi i innymi członkami rodziny nie może przekroczyć 60. dni w roku kalendarzowym.
Za dzieci, nad którymi sprawowanie opieki daje prawo do zasiłku opiekuńczego, uważa się dzieci własne ubezpieczonego lub jego małżonka oraz dzieci przysposobione, a także dzieci obce przyjęte na wychowanie i utrzymanie. Za innego członka rodziny uważa się małżonka, rodziców, teściów, dziadków, wnuki, rodzeństwo oraz dzieci w wieku ponad 14 lat - pod warunkiem, że pozostają oni z osobą sprawującą opiekę we wspólnym gospodarstwie domowym."
zwolnienie lekarskie na dziecko|zwolnienie na dziecko|"W przypadku gdy zachorowało Ci dziecko i nie ma innego członka rodziny, który mógłby się dzieckiem zająć masz prawo wziąć zwolnienie na dziecko. Zasiłek opiekuńczy przysługuje przez okres zwolnienia od pracy z powodu konieczności osobistego sprawowania opieki: -nie dłużej niż przez 60 dni w roku kalendarzowym, jeżeli opieka sprawowana jest nad chorym dzieckiem do lat 14, -nie dłużej niż przez 14 dni w roku kalendarzowym, jeżeli opieka sprawowana jest nad dzieckiem w wieku ponad 14 lat lub innymi chorymi członkami rodziny. Łączny okres wypłaty zasiłku opiekuńczego z powodu opieki nad dziećmi i innymi członkami rodziny nie może przekroczyć 60. dni w roku kalendarzowym.
Za dzieci, nad którymi sprawowanie opieki daje prawo do zasiłku opiekuńczego, uważa się dzieci własne ubezpieczonego lub jego małżonka oraz dzieci przysposobione, a także dzieci obce przyjęte na wychowanie i utrzymanie. Za innego członka rodziny uważa się małżonka, rodziców, teściów, dziadków, wnuki, rodzeństwo oraz dzieci w wieku ponad 14 lat - pod warunkiem, że pozostają oni z osobą sprawującą opiekę we wspólnym gospodarstwie domowym."
ZLA na dziecko|zwolnienie na dziecko|"W przypadku gdy zachorowało Ci dziecko i nie ma innego członka rodziny, który mógłby się dzieckiem zająć masz prawo wziąć zwolnienie na dziecko. Zasiłek opiekuńczy przysługuje przez okres zwolnienia od pracy z powodu konieczności osobistego sprawowania opieki: -nie dłużej niż przez 60 dni w roku kalendarzowym, jeżeli opieka sprawowana jest nad chorym dzieckiem do lat 14, -nie dłużej niż przez 14 dni w roku kalendarzowym, jeżeli opieka sprawowana jest nad dzieckiem w wieku ponad 14 lat lub innymi chorymi członkami rodziny. Łączny okres wypłaty zasiłku opiekuńczego z powodu opieki nad dziećmi i innymi członkami rodziny nie może przekroczyć 60. dni w roku kalendarzowym.
Za dzieci, nad którymi sprawowanie opieki daje prawo do zasiłku opiekuńczego, uważa się dzieci własne ubezpieczonego lub jego małżonka oraz dzieci przysposobione, a także dzieci obce przyjęte na wychowanie i utrzymanie. Za innego członka rodziny uważa się małżonka, rodziców, teściów, dziadków, wnuki, rodzeństwo oraz dzieci w wieku ponad 14 lat - pod warunkiem, że pozostają oni z osobą sprawującą opiekę we wspólnym gospodarstwie domowym."
